time,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,label
1531930515.4302647,0.1184573486948473,-0.1980519436270644,-0.8784184337281221,-0.4184786009491548,-0.1985445171594619,0.0036631990224122,-0.238887533545494,-1.569064,-0.3824593499999985,12.0229529,212750.6720232025,-206747.98393039257,-346450.94083248347,0
1531930515.8489363,0.1236222801680703,-0.1676014705479154,-0.8779901022607326,-0.4309996046963518,-0.2604832053184509,-0.180320143699646,0.0479447543621063,-1.7259704,0.1667130500000014,11.38552065,218547.73748745472,-174330.40155779556,-359008.7953266134,0
1531930516.184914,0.1315168972124206,-0.1253032785420795,-0.8859156708761816,-0.4267971628657208,-0.1903382986783981,-0.0499005317687988,-0.0561743713915348,-1.96133,0.7060788000000012,9.89490985,207767.19232360832,-148560.8844403085,-382068.7692944333,0
1531930516.5541697,0.1427580005770491,-0.093055694933454,-0.8853608744665575,-0.4325470065501645,-0.4233781397342682,0.0012254435569047,-0.0916032493114471,-1.8632635,0.8335652500000013,10.591182,197768.12595169505,-127768.12595169508,-390705.3123413842,0
1531930516.8973696,0.1595723565274361,-0.0736241763630123,-0.8762786897814432,-0.4486109690166594,0.0458085238933563,-0.0486971251666546,-0.0971358716487884,-2.02997655,-0.9610516999999988,8.9044382,214093.86157375088,-85906.13842624918,-397812.27685249824,0
1531930517.3381038,0.1554937504475413,-0.0573943485705204,-0.8877548444817854,-0.4294402384768389,0.0062222443521022,0.0069580627605319,0.1280109584331512,-1.96133,0.5001391500000013,10.65982855,207732.3805221296,-78338.0973893521,-405732.3805221296,0
1531930517.7850296,0.1792768810358264,-0.00890149953697,-0.8900452402948564,-0.4190465767197376,-0.5378541946411133,-0.0107858013361692,-0.0649505108594894,-1.91229675,1.000278300000001,9.24767095,204150.51165990447,-64265.3022402548,-409716.83721996815,0
1531930518.126608,0.1729824785463332,0.0089427148485581,-0.8875772260847241,-0.4268533210633971,0.0849126353859901,-0.0620909184217452,0.030770942568779,-1.8044236,-0.1078731499999986,10.87557485,190899.25670085903,-29000.00000000005,-418224.8141752148,0
1531930518.401708,0.1600237116980684,-0.0310160544948415,-0.8926926478038697,-0.4201550340229936,0.327718049287796,0.1566616594791412,0.1973618119955062,-1.8240369,-0.5491723999999991,7.44324735,179522.4557204833,-53268.82103545952,-417701.4538740096,0
1531930518.7474432,0.1551737497756696,-0.0717750879048764,-0.9066315929460202,-0.3857312520511747,0.029074165970087,0.056301899254322,0.1775187700986862,-2.0201699,-0.3530393999999989,9.11037785,201769.405658503,-100924.65092652716,-403307.08019523945,0
1531930519.103794,0.1356525034153355,-0.07951227501369,-0.9126210150324772,-0.3773580254352501,0.1777543127536773,-0.1235585212707519,0.037371713668108,-2.04958985,-0.6276255999999988,10.3165958,233985.34781118072,-158795.85784749218,-373507.3260944096,0
1531930519.5665748,0.0842482624430851,-0.1167726395713936,-0.9179512305040924,-0.3696375513105686,0.1735920757055282,-0.0832224190235138,-0.0400564484298229,-1.0983448,0.2745862000000015,12.73883835,328084.10947572684,-293551.1165566333,-298772.3039223308,0
1531930519.8221605,0.0519797828724263,-0.1411444422414436,-0.9080367151952076,-0.3909548215003676,0.3418684899806976,-0.1649437099695206,-0.1998878717422485,-0.91201845,0.7158854500000017,13.91563635,418969.2279812378,-372134.6131668938,-238680.7711950369,0
1531930520.155676,-0.0033957195832479,-0.1292858829994408,-0.8932370195433672,-0.430582461861661,0.2946880757808685,-0.3919761180877685,-0.1713794767856597,0.14709975,-0.1372930999999976,19.13277415,483051.034815719,-448792.2261290969,-188517.61737324417,0
1531930520.620155,-0.1090968801043116,-0.1739616063929254,-0.8676079643811752,-0.4528704565270861,0.3749320805072784,-0.16705322265625,-0.0679777935147285,0.5099458,0.2353596000000017,14.11176935,587060.4513741608,-583713.5564781866,-101641.24509228276,0
1531930521.0038311,-0.1940054565910826,-0.2625004736402793,-0.8278481558479461,-0.4562047950325263,0.2824836671352386,-0.1479896157979965,-0.1571275740861892,1.08853815,1.068924850000001,9.11037785,634515.7460410653,-717767.7153154917,2515.746041065371,0
1531930521.4915996,-0.2140100274440917,-0.2762734862585765,-0.7704735935925504,-0.5331445493677044,0.1939970999956131,-0.3055012524127961,-0.356194257736206,1.1375714,0.1470997500000014,11.67972015,722465.3923588411,-751258.5513104673,46361.97183465436,0
1531930521.8651097,-0.2384255390223406,-0.2755710750690539,-0.7363112776303582,-0.570139936648488,-0.0785998553037643,-0.1938183456659317,-0.1901146322488784,1.5886773,0.4903325000000014,11.93469305,825652.6788213728,-823530.5357642745,115591.60729282376,0
1531930522.249463,-0.2505521988148583,-0.2579383773417041,-0.6972657712467869,-0.6200901816760139,-0.0640550106763839,-0.1226828992366791,-0.2896098792552948,1.53964405,0.3334261000000016,13.3566573,812081.2350947659,-797082.7162043429,88165.43240868593,0
1531930522.787691,-0.3057881748911231,-0.2492402605502155,-0.620909962170907,-0.677380028857169,0.1659691333770752,-0.1379937529563904,-0.2827491760253906,1.3533177,0.5982056500000016,12.75845165,865124.6008497339,-841216.7481287094,121493.18996563557,0
1531930523.263425,-0.3295806246246266,-0.2352208469130851,-0.5494216441938096,-0.7308786643081756,-0.126227930188179,-0.1972476691007614,-0.2782040536403656,1.53964405,0.3922660000000015,12.56231865,882061.7615028,-840580.2516432572,121030.88075140015,0
1531930523.7096589,-0.3246311175776371,-0.1911480519350211,-0.4740581453662709,-0.795830342820398,-0.0928632766008377,-0.2798833250999451,-0.3992538452148437,0.980665,0.3922660000000021,17.38719045,865102.5573390971,-793215.0741131519,81862.98798414286,0
1531930524.0513675,-0.3427809199076301,-0.1658491981585144,-0.4110196565496035,-0.8282862586976211,0.1766092032194137,-0.3546943366527558,-0.3002115190029144,0.4511059,0.2745862000000018,15.11204765,740197.2655559985,-690704.1016660022,-4352.050833000991,0
1531930524.4082668,-0.4007130322199159,-0.152260427622695,-0.3390646816439794,-0.83742520242165,-0.1056613028049469,-0.5049710273742676,-0.2335131168365478,0.8825985000000001,0.1667130500000015,12.69961175,792830.8269866102,-783351.4219934021,57199.57499514872,0
1531930524.7860358,-0.3982343547348028,-0.0971066120426497,-0.2751884593707203,-0.8696269409555586,-0.3648938536643982,-0.3209107518196106,-0.2243262231349944,0.588399,0.5197524500000029,24.0851324,757957.8440931952,-773460.6691983988,33921.33839679779,0
1531930525.1516893,-0.4009096419752825,-0.05605769930552,-0.2218642896978427,-0.8870767893912535,0.0881039127707481,-0.3427340686321258,-0.0865939185023307,-0.32361945,-0.4805258499999982,14.17060925,433011.61072062014,-538194.2455494974,-158723.67470275235,0
1531930525.510923,-0.4099139245987455,-0.0246168256260439,-0.183206171100441,-0.8931965546210234,-0.1032535284757614,-0.1653233021497726,-0.2018507122993469,-0.5687857000000001,0.7453054000000016,13.05265115,349878.9532756261,-504973.5551421411,-188916.5756984056,0
1531930525.9860172,-0.4177158493521785,-0.0175127083163963,-0.1003358505575183,-0.9028507580659788,0.0110293962061405,-0.1538282036781311,-0.3032642900943756,-0.8825985000000001,0.4314926000000013,10.787315,231660.85574091415,-425433.4389673099,-255463.54993583736,0
1531930526.3394358,-0.4311432717709371,-0.0090559202380298,-0.0435894110002803,-0.9011844610089228,0.0288302432745695,-0.2382307052612305,-0.1920038759708404,-1.04931155,0.3432327500000012,10.48330885,177407.63646673303,-417489.1637600797,-273888.5452999004,0
1531930526.6916072,-0.4328751163506119,0.0055891122032865,0.0109676411654784,-0.9013698499042936,0.0285893194377422,-0.1019804105162621,-0.301368772983551,-0.7453054,0.0490332500000011,9.2967042,159635.68701707953,-430826.63081352384,-265057.78972882533,0
1531930527.110217,-0.4200875660414658,0.0200680069657662,0.0927304261829154,-0.9025102658771889,-0.0584740750491619,-0.2086753249168396,-0.3232132196426391,-0.77472535,0.0098066500000014,12.05237285,175506.88845469,-433786.6983506701,-264071.10054977663,0
1531930527.452438,-0.3884594950704231,0.033617526691075,0.1477478282568221,-0.9089222529095652,-0.2774351239204407,-0.2594867944717407,-0.1779425889253616,-0.57859235,0.1667130500000017,14.07254275,170413.38956246703,-418699.6309963101,-270671.37585661566,0
1531930527.781531,-0.3257954424742522,0.0381700717180559,0.1801715941608482,-0.9273287291708284,-0.6408581137657166,-0.0513660162687301,-0.1763294786214828,-0.85317855,1.1473780500000017,11.95430635,74434.16876781889,-337334.52681116987,-321677.3401692377,0
1531930528.0568504,-0.2149932286449765,0.020565695957656,0.223501305725271,-0.9504746867358882,-0.8935443758964539,-0.146989107131958,-0.2763545215129852,-0.9414384,0.4707192000000014,11.7483667,26287.97596705782,-237863.92790117356,-371130.4763279644,0
1531930528.5232062,-0.0473566975667368,-0.0057091006782853,0.2632317741726081,-0.963552687937177,-0.7051268815994263,-0.1111803874373436,-0.0171216633170843,-1.10815145,-0.0196132999999985,11.6110736,-39865.63928812139,-46075.46860484184,-403554.60225513234,0
1531930528.799095,0.0528015120765713,-0.0221381743726402,0.2599199809435863,-0.9639312761105744,-0.6750389933586121,-0.0246761888265609,0.0148338610306382,-1.4513842,0.4609125500000014,11.2580342,-73292.37155877396,45854.98470566198,-394471.7522941507,0
1531930529.2195742,0.1616699966946565,-0.0649553071094112,0.2513696943633727,-0.9520802996610824,-0.4582428932189941,0.1007755622267723,0.0679386034607887,-1.16699135,-0.0392265999999989,8.36507245,-85459.91094229337,156316.4809116158,-353227.83969612804,0
1531930529.5908835,0.2120638529777758,-0.0862163797469114,0.2277930590549758,-0.9464174450896036,-0.1306365728378296,-0.0669195652008056,0.1500809341669082,-1.3140911,-0.117679799999999,8.07087295,-70056.08256020014,210943.91743979984,-318672.0525383092,0
1531930529.9497108,0.2319223827056778,-0.0836636267088578,0.1866168089556476,-0.9509924145760856,-0.1549625396728515,-0.1211397647857665,0.2437293231487274,-1.0002783,-0.0294199499999987,10.2577559,-52504.052421513006,223998.9193542632,-295498.1088699606,0
1531930530.4045622,0.2651385984597577,-0.0885534068590749,0.1423932353973261,-0.9495177640536948,-0.1518834978342056,-0.0418419353663921,0.1083061099052429,-0.57859235,-0.0980664999999988,9.2574776,-6538.893060195708,239692.59537346385,-263309.274554051,0
1531930530.7897224,0.2512206116085538,-0.0801662937523303,0.1251344490767741,-0.9564533126626158,0.0254228189587593,-0.0601289384067058,0.219611644744873,-0.77472535,-0.6766588499999985,12.13082605,24252.320185614848,224747.6798143852,-248588.747099768,0
1531930531.1642387,0.2309034028790886,-0.0733786349839274,0.0633065386922842,-0.9681381495559171,0.1592791229486465,-0.2259856015443801,0.3256914019584656,-0.3726527,-0.1372930999999984,12.73883835,62614.91589703623,209265.00934477372,-254602.4859828394,0
1531930531.5173006,0.1885956951797216,-0.055672727553729,0.0157208265493437,-0.9803494615589948,0.3214028775691986,-0.1179413422942161,0.1941851824522018,-0.40207265,0.0784532000000015,12.24850585,71392.98564095475,189492.62584628144,-275950.17989733664,0
1531930531.9084904,0.1535488459301215,-0.0470847740780591,-0.00241526202902,-0.9870156748871202,0.3045828342437744,0.0270653385668992,-0.0914339274168014,-0.6668522,0.8237586000000012,9.7085835,64388.98920616098,173283.99520273818,-313641.9976013691,0
1531930532.310722,0.0548270393005473,-0.0441683933712143,0.0188750964373344,-0.9973399017000292,0.5729981064796448,0.0909604430198669,0.0733653903007507,-0.6864655,-0.715885449999999,8.5121722,38000.0,125289.10842711208,-360855.445786444,0
1531930532.668191,-0.0074248489630726,-0.0508752400682313,-0.0139877854825556,-0.9985794527343176,0.1924283951520919,0.048884954303503,0.1993121653795242,-0.75511205,-0.1372930999999991,7.1784678,53303.737002048605,70120.3287474392,-393626.5570841869,0
1531930533.0239,-0.0376677102318358,-0.0468469492277832,-0.0324508842513096,-0.9976639950731148,0.1182252317667007,0.0235770903527736,-0.0629996359348297,-0.784532,0.696272150000001,8.11009955,59623.54635037486,36331.75877736875,-400618.82268248126,0
1531930533.429241,-0.107025932713191,-0.0590890118709824,0.0137507256079187,-0.992403575138783,0.5288463830947876,0.1519671529531478,-0.204389214515686,-0.91201845,-0.009806649999999,7.8845466,58051.77448049018,-12464.38999530114,-405000.0,0
1531930533.8087933,-0.2010944688644418,-0.0614335406470919,0.043506040995121,-0.9766750529590796,0.4994465708732605,0.0047299433499574,-0.1449079513549804,-0.48052585,0.274586200000001,8.40429905,96691.90001216908,-116626.79965926596,-400459.5000608454,0
1531930534.2081723,-0.2668572870948588,-0.0473872566919921,0.0774826283686155,-0.9594467564845224,0.3952970206737518,-0.2258900851011276,-0.1076237931847572,-0.3726527,0.1176798000000014,11.48358715,155725.1617220611,-215376.89047512837,-361759.17912112427,0
1531930534.492258,-0.2922056150849347,-0.0134315923424269,0.1034672556583039,-0.9506471468670809,-0.1233502551913261,-0.2855248749256134,-0.1427662372589111,0.0,0.6178189500000016,13.46453045,158359.7165378736,-284566.5485574474,-335320.14173106314,0
1531930534.937209,-0.2867384073609988,0.0211893190222715,0.1616467652510756,-0.9440351803758764,-0.2476335167884826,-0.2120029330253601,-0.2292122244834899,0.1765197,0.2353596000000014,12.05237285,150919.3583680281,-322664.87625127286,-306566.3061522796,0
1531930535.311275,-0.3126331611202793,0.0286127405805613,0.2139969084372537,-0.925011967935393,0.2746515870094299,0.0022055618464946,-0.27936652302742,0.04903325,0.127486450000001,8.85540495,119994.61184889678,-310351.880397593,-311098.7464016046,0
1531930535.543707,-0.3389464622205382,0.0372056715904676,0.2445283837507966,-0.9077097021018924,0.2160037904977798,-0.1290495544672012,-0.2449596673250198,0.2353596,0.049033250000001,8.42391235,197762.30950192225,-395070.7541212786,-256542.22309678132,0
1531930536.0461094,-0.3931866541093078,0.0905150341083207,0.3018617905129773,-0.8637654444691548,0.3850405216217041,-0.2101941853761673,-0.186911717057228,0.8433719,0.7354987500000016,13.34685065,337169.535665046,-565029.179633644,-135836.3002616828,0
1531930536.5026114,-0.372564970438374,0.1324111968039094,0.3859867029295766,-0.8334727847535064,-0.1431108713150024,-0.2971201241016388,-0.3383611142635345,2.01036325,0.6570455500000019,15.2003075,549786.6010130687,-778344.4991557761,47934.4499155777,0
1531930536.7757175,-0.3374873312348107,0.156429427287136,0.443288076091796,-0.8155536874599105,-0.2337131798267364,-0.3900598585605622,-0.3009886145591735,2.0790098,0.9414384000000025,19.2602606,581237.0919858504,-805152.3244287226,82434.8829524818,0
1531930537.1353562,-0.3057088951829466,0.1767774440088292,0.5090639826661288,-0.7849494685951615,-0.1029115095734596,-0.3478424847126007,-0.2719150185585021,1.5102241,0.4707192000000018,14.6315218,576590.8543405317,-803354.512604319,98354.51260431913,0
1531930537.4033751,-0.2860479943940895,0.2037399109929922,0.5540723956504011,-0.7547651117731344,0.1359702497720718,-0.4008504450321198,-0.2842752337455749,1.8632635,0.1961330000000017,14.36674225,598233.2668375453,-836332.6683754538,135099.4015379085,0
1531930537.7456987,-0.2660085641859495,0.2454561662445306,0.59888652286238,-0.7143708049508148,0.1252695918083191,-0.4012308716773987,-0.2243469208478927,2.16726965,0.3432327500000018,15.56315355,684350.6495334337,-934873.9496981042,223112.29961576904,0
1531930538.1071424,-0.2403706208243616,0.2896144821160423,0.6412089139193127,-0.6687275567101919,-0.0010429061949253,-0.3065485954284668,-0.2546789348125457,1.96133,0.6570455500000021,16.857631350000002,679011.8396790994,-945965.6778701516,239136.0916119433,0
1531930538.403304,0.2136735849998395,-0.3041754439840969,-0.6803994360339579,0.6315674990015445,-0.2057557702064514,-0.1564450562000275,-0.2656641006469726,1.5298374,0.3628460500000015,12.13082605,655096.3690239264,-951250.0847670012,277711.5710642314,0
1531930538.8638566,0.1432164279340601,-0.2773824474945078,-0.749311984806003,0.5840201897347836,-0.6433936357498169,-0.3761390745639801,-0.2257199436426162,1.0983448,0.5589790500000021,17.26951065,527011.6818630153,-874684.9128454027,188991.9889158531,0
1531930539.2144136,0.0535663118856164,-0.217214576782564,-0.7946957177300138,0.5642758138408224,-0.6511123776435852,-0.2491497546434402,-0.1506870836019515,0.18632635,0.5883990000000014,11.58165365,261716.7990627605,-658348.8168820628,-1692.2203981797938,0
1531930539.5113084,-0.0095683075960156,-0.1561729000311234,-0.8267107835309723,0.5404329312497738,-0.657069206237793,-0.0488505065441131,-0.1656453907489776,-0.36284605,0.4511059000000013,10.89518815,35799.648921180444,-462326.8365384363,-161963.94488744743,0
1531930539.982967,-0.1020574968214772,-0.0393284969924197,-0.8419011607431454,0.5284316154491482,-0.7872117757797241,0.0420914739370346,-0.0077976114116609,-0.9022118,0.9414384000000016,13.4743371,-99268.76252941076,-283268.47895058995,-275612.0080188229,0
1531930540.3436894,-0.132020337584938,0.0260920793540584,-0.8555152041306396,0.4999835690902758,-0.2447201907634735,0.0445288382470607,-0.0780863910913467,-1.32389775,-0.3236194499999987,10.85596155,-188485.3416054311,-155369.0559129396,-353864.0062040733,0
1531930540.698026,-0.1290524905339687,0.0959301201996036,-0.8502224377016281,0.5012630777886705,-0.4400026500225067,0.2601099014282226,0.1205898001790046,-0.93163175,-0.0882598499999993,5.4524974,-244205.3249367265,-86483.39345144387,-402099.3682616234,0
1531930541.1603534,-0.1077394923040169,0.184301695319844,-0.8379321740407871,0.5022895167207697,-0.2975004613399505,0.1556080877780914,0.0779029503464698,-1.4121576,-0.2647795499999995,3.6873004,-230092.6502027276,22419.59945939299,-455256.1248310604,0
1531930541.6456418,-0.0809166097111679,0.2198543634099728,-0.8151906879206567,0.529698691229167,0.0596588440239429,0.2126401960849762,0.2489747554063796,-1.3925443,5.560483012713438e-16,4.54047895,-205732.06289373245,69609.70530089531,-466048.5265044769,0
1531930541.9612288,-0.0415712785999165,0.2207958312190344,-0.7986050943177735,0.5583466065461167,-0.0335751175880432,0.1479563415050507,0.2428910434246063,-1.4709975,-0.1078731499999992,6.0605097,-167320.90219843952,72611.0149732444,-477419.7744503901,0
1531930542.3663886,-0.0154474875744089,0.2255318767669859,-0.7642988239470676,0.6039404402776227,0.0615648180246353,0.0338649898767471,0.2689626812934875,-1.61809725,-0.039226599999999,7.54131385,-132602.95113142356,68124.4389837339,-476416.29265582265,0
1531930542.6478922,-0.0236633287912062,0.2379608261126673,-0.7468955252969469,0.6204528720198609,-0.1339296400547027,0.0295433141291141,0.0817559659481048,-1.40235095,0.5295591000000013,10.16949605,-123932.45870125026,67050.65597406225,-470966.22935062513,0
1531930543.0568638,-0.0196084259889549,0.2231930481533585,-0.7498758995296588,0.6224841429232022,0.2566353380680084,-0.0736270397901534,0.061770636588335,-1.30428445,-0.6472388999999993,6.20760945,-94315.18681880651,55014.32970030145,-449315.1868188065,0
1531930543.4429293,0.0537329883155283,0.1181236191978245,-0.7538199478143001,0.6441390089348236,0.7220678925514221,-0.0461921617388725,0.1168991327285766,-1.0002783,-0.1961329999999984,13.0036179,-66338.96557886525,-51233.60125183618,-438856.85829232464,0
1531930544.0109315,0.1614222127410692,-0.0477915374641293,-0.752471225611735,0.6367463331711974,0.7061290740966797,-0.1267266273498535,-0.060229156166315,-0.9414384,0.4314926000000013,10.4931155,-38160.78872809486,-259566.6479055969,-378006.8732292253,0
1531930544.3562212,0.2106171346841077,-0.1434732643170567,-0.7618577475003747,0.5955070256322083,0.6012202501296997,-0.214605987071991,-0.1618345379829406,-0.588399,0.0588399000000012,10.13026945,15546.74718437034,-385576.6084538347,-297067.54365962395,0
1531930544.7206917,0.220190683336228,-0.2110645465893917,-0.7735610083851422,0.5554918419302853,0.2589331567287445,-0.2298996597528458,-0.2597345113754272,0.20593965,0.7845320000000016,12.34657235,125330.66871637202,-542498.001537279,-159956.90727412474,0
1531930545.1387732,0.2137161289412886,-0.2680386459048651,-0.8102718065132206,0.4753317789730021,0.3913807570934295,-0.357033371925354,-0.3660487830638885,0.5687857000000001,0.1274864500000018,14.66094175,227110.0687443536,-642446.8233407722,-53944.965627823134,0
1531930545.6391034,0.1715130801019476,-0.3272008201237708,-0.8483651040978529,0.37920909379037,-0.0171896778047084,-0.4255938231945038,-0.3889634907245635,1.65732385,1.049311550000002,17.2204774,495565.3857785322,-855945.8345934099,144663.1417041439,0
1531930546.041656,0.1323638515124081,-0.3611644131197822,-0.8801402096869848,0.2781964931497071,-0.1085448339581489,-0.4800598621368409,-0.3150841295719146,1.765197,0.7060788000000021,16.58304515,634535.3463556491,-957543.8994393306,251728.0502803348,0
1531930546.3492763,0.1001363368860749,-0.3695746770373431,-0.8973275677556509,0.2195233661219451,0.0522473976016044,-0.360275000333786,-0.233915939927101,1.6082906,0.4412992500000017,14.03331615,643563.1781695248,-961581.7829361171,250581.78293611735,0
1531930546.7976468,0.0305428047533588,-0.3779704147946713,-0.9143811513943982,0.1418189429956267,0.0176727660000324,-0.4131727218627929,-0.2133246809244155,1.5886773,0.6962721500000024,19.8682729,702866.795550665,-996684.80161794,281078.7995955151,0
1531930547.2859657,-0.0311890381527689,-0.3802535996160712,-0.9218570371773634,0.0679267759039017,-0.2536181509494781,-0.3340230882167816,-0.1911180019378661,1.67693715,0.5982056500000018,14.68055505,773447.6614091579,-1042008.4632117325,330179.06456366327,0
1531930547.7154186,-0.0481582758821161,-0.357521652472859,-0.9323680819154218,-0.0234266579454998,-0.2814145386219024,-0.2288931161165238,-0.3894619643688201,1.46119085,0.3824593500000016,13.0428445,670503.856619678,-946000.0,233000.0000000001,0
1531930548.1254492,-0.0634699606155241,-0.2643046119883116,-0.9576107735280674,-0.095374224002862,-0.6266304850578308,-0.1482396423816681,-0.2765429019927978,0.8433719,0.3922660000000017,14.2196425,583053.6078329291,-832755.0869452041,104014.79112274916,0
1531930548.4174397,-0.073835440249377,-0.1858634636215079,-0.9705448492217336,-0.134334642974027,-0.5201306939125061,-0.2113689184188842,-0.1115329861640929,0.00980665,0.1961330000000016,13.73911665,420458.2459406917,-678308.3906063178,-55841.46472805592,0
1531930548.7591476,-0.087375439446618,-0.0874028735370514,-0.9791570655690208,-0.1611760255907822,-0.8788891434669495,-0.0169458799064159,-0.0848523527383804,-0.12748645,0.1569064000000019,15.3572139,269081.2560323153,-522021.2873705659,-203116.04387355072,0
1531930549.204915,-0.0657393419939409,0.0413576159620495,-0.979386317373694,-0.186468034411621,-0.4927915632724762,-0.0633813291788101,-0.0546479299664497,-0.65704555,-0.3040061499999987,10.38524235,149330.88804763352,-328698.94898150966,-334706.28483860905,0
1531930549.6337745,-0.0500169448844545,0.0924928092922939,-0.9774648212789772,-0.1830461925736298,-0.257805734872818,0.104860283434391,0.02867460437119,-0.7256921000000001,0.1176798000000009,7.46286065,68668.39464229927,-210735.2341065293,-405398.44482193067,0
1531930550.0016606,-0.0164358447905607,0.1254926046515657,-0.9754289589512404,-0.1803325129395303,-0.1567338109016418,0.1774263232946396,0.0347016975283622,-0.93163175,0.0098066500000008,6.6881353,11323.332862633148,-154452.66600768646,-443676.6671373669,0
1531930550.3319728,0.0162722990403446,0.1372613003461643,-0.973331642550248,-0.1830848473294765,-0.1329116523265838,0.1752701103687286,0.0329389832913875,-1.06892485,-0.2843928499999994,4.9229383,22742.755467929062,-105628.62226603553,-464485.7086371072,0
1531930550.8056345,0.0586877731712723,0.0971361794752423,-0.9801816927773684,-0.1623704316100791,0.1493540555238723,0.2027985751628876,0.1969678848981857,-1.18660465,0.2157463000000006,5.05042475,57184.8104456055,-112277.2156684083,-464092.4052228028,0
1531930551.2504838,0.0934391474414157,0.0888823509187589,-0.9813218849195852,-0.1427459687642653,0.0715634524822235,0.1487954556941986,-0.0201850701123476,-1.18660465,0.4118793000000005,4.4326058,82159.09103604686,-125405.84413770764,-456405.8441377076,0
1531930551.7498124,0.1105376413529267,0.060164056496167,-0.9827560256545588,-0.1354706986389095,0.1095335856080055,0.0298809148371219,0.0770377069711685,-1.02969825,0.2843928500000012,9.69877685,134328.2567108917,-161992.38506633762,-429671.7432891083,0
1531930552.1847084,0.112336596558661,0.0528337117828877,-0.9851603289292674,-0.1185251630534074,-0.0105798412114381,-0.0150025747716426,0.0542592741549015,-1.0395049,0.0392266000000008,6.93330155,164856.7598963453,-200021.6245197034,-405483.7816102225,0
1531930552.502947,0.1024185739619104,0.0546623546107963,-0.9868326446772004,-0.1126223516688167,-0.1187575906515121,-0.0742341205477714,0.0292171780019998,-0.63743225,-0.1569063999999985,11.87585315,182103.1863725712,-217848.60490197796,-391236.25558822,0
1531930552.9621744,0.0825721960555418,0.0465141867765398,-0.99226166441606,-0.0802187770871171,-0.0158296264708042,-0.0618365481495856,0.2069269269704818,-0.6080123,0.0686465500000013,11.22861425,201647.9170766287,-255978.81869284745,-368471.8756149431,0
